name,type,address,phone,rating,hospital_id
DOCTOR'S MEMORIAL HOSPITAL INC,Acute Care Hospitals,333 N BYRON BUTLER PKWY,8505840800,2,HOSP_788
LEHIGH REGIONAL MEDICAL CENTER,Acute Care Hospitals,1500 LEE BLVD,2393692101,2,HOSP_789
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,Acute Care Hospitals,4200 SUN N LAKE BLVD,8633144466,3,HOSP_790
OSCEOLA REGIONAL MEDICAL CENTER,Acute Care Hospitals,700 WEST OAK STREET,4078462266,2,HOSP_791
UF HEALTH SHANDS HOSPITAL,Acute Care Hospitals,1600 SW ARCHER RD,3522658000,2,HOSP_792
BAPTIST MEDICAL CENTER - BEACHES,Acute Care Hospitals,1350 13TH AVE S,9042472900,4,HOSP_793
FLORIDA HOSPITAL FLAGLER,Acute Care Hospitals,60 MEMORIAL MEDICAL PKWY,3865862000,3,HOSP_794
BARTOW REGIONAL MEDICAL CENTER,Acute Care Hospitals,2200 OSPREY BLVD,8635338111,3,HOSP_795
NORTH OKALOOSA MEDICAL CENTER,Acute Care Hospitals,151 REDSTONE AVE SE,8506898100,3,HOSP_796
SANTA ROSA MEDICAL CENTER,Acute Care Hospitals,6002 BERRYHILL RD,8506267762,3,HOSP_797
HOMESTEAD HOSPITAL,Acute Care Hospitals,975 BAPTIST WAY,7862438000,3,HOSP_798
PALMS OF PASADENA HOSPITAL,Acute Care Hospitals,1501 PASADENA AVE S,7273811000,2,HOSP_799
MORTON PLANT HOSPITAL,Acute Care Hospitals,300 PINELLAS ST,7274627000,3,HOSP_800
TAMPA GENERAL HOSPITAL,Acute Care Hospitals,1 TAMPA GENERAL CIR,8138447000,2,HOSP_801
LAKESIDE MEDICAL CENTER,Acute Care Hospitals,39200 HOOKER HWY,5619966571,3,HOSP_802
AVENTURA HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,20900 BISCAYNE BLVD,3056827000,3,HOSP_803
SOUTH FLORIDA BAPTIST HOSPITAL,Acute Care Hospitals,301 N ALEXANDER ST,8137571200,3,HOSP_804
ED FRASER MEMORIAL HOSPITAL,Acute Care Hospitals,159 N 3RD ST,9042593151,Not Available,HOSP_805
TALLAHASSEE MEMORIAL HOSPITAL,Acute Care Hospitals,1300 MICCOSUKEE RD,8504311155,3,HOSP_806
HEART OF FLORIDA REGIONAL MEDICAL CENTER,Acute Care Hospitals,40100 US HWY 27 N,8634224971,2,HOSP_807
BAPTIST MEDICAL CENTER - NASSAU,Acute Care Hospitals,1250 S 18TH ST,9043213500,3,HOSP_808
JACKSON HOSPITAL,Acute Care Hospitals,4250 HOSPITAL DR,8507182620,3,HOSP_809
LOWER KEYS MEDICAL CENTER,Acute Care Hospitals,5900 COLLEGE ROAD,3052945531,1,HOSP_810
MAYO CLINIC,Acute Care Hospitals,4500 SAN PABLO RD,9049532000,4,HOSP_811
SOUTH MIAMI HOSPITAL,Acute Care Hospitals,6200 SW 73RD ST,7866624000,3,HOSP_812
LAKE CITY MEDICAL CENTER,Acute Care Hospitals,340 NW COMMERCE DR,3867199000,3,HOSP_813
LAKELAND REGIONAL MEDICAL CENTER,Acute Care Hospitals,1324 LAKELAND HILLS BLVD,8636871100,2,HOSP_814
CENTRAL FLORIDA REGIONAL HOSPITAL,Acute Care Hospitals,1401 W SEMINOLE BLVD,4073214500,2,HOSP_815
DOCTORS HOSPITAL OF SARASOTA,Acute Care Hospitals,5731 BEE RIDGE RD,9413421100,3,HOSP_816
PLANTATION GENERAL HOSPITAL,Acute Care Hospitals,401 NW 42ND AVE,9545875010,3,HOSP_817
BOCA RATON REGIONAL HOSPITAL,Acute Care Hospitals,800 MEADOWS RD,5613625002,2,HOSP_818
FLORIDA HOSPITAL TAMPA,Acute Care Hospitals,3100 E FLETCHER AVE,8136157200,2,HOSP_819
DESOTO MEMORIAL HOSPITAL,Acute Care Hospitals,900 N ROBERT AVE,8634943535,3,HOSP_820
PALM BEACH GARDENS MEDICAL CENTER,Acute Care Hospitals,3360 BURNS RD,5616221411,3,HOSP_821
CAPE CANAVERAL HOSPITAL,Acute Care Hospitals,701 W COCOA BEACH CAUSEWAY,3217997111,4,HOSP_822
MEMORIAL HOSPITAL JACKSONVILLE,Acute Care Hospitals,3625 UNIVERSITY BLVD S,9043996111,3,HOSP_823
ST PETERSBURG GENERAL HOSPITAL,Acute Care Hospitals,6500 38TH AVE N,7273841414,2,HOSP_824
LARKIN COMMUNITY HOSPITAL,Acute Care Hospitals,7031 SW 62ND AVE,3052847500,3,HOSP_825
CORAL GABLES HOSPITAL,Acute Care Hospitals,3100 DOUGLAS RD,3054458461,3,HOSP_826
PALMETTO GENERAL HOSPITAL,Acute Care Hospitals,2001 W 68TH ST,3058235000,3,HOSP_827
NORTHWEST MEDICAL CENTER,Acute Care Hospitals,2801 N STATE RD 7,9549740400,2,HOSP_828
MEDICAL CENTER OF TRINITY,Acute Care Hospitals,"9330 SR 54, STE 401",7278481733,3,HOSP_829
BROWARD HEALTH IMPERIAL POINT,Acute Care Hospitals,6401 N FEDERAL HWY,9547768500,3,HOSP_830
NORTH FLORIDA REGIONAL MEDICAL CENTER,Acute Care Hospitals,6500 NEWBERRY RD,3523334100,3,HOSP_831
MEMORIAL HOSPITAL OF TAMPA,Acute Care Hospitals,2901 W SWANN AVE,8138736400,3,HOSP_832
KENDALL REGIONAL MEDICAL CENTER,Acute Care Hospitals,11750 BIRD RD,3052233000,3,HOSP_833
BAYFRONT HEALTH DADE CITY,Acute Care Hospitals,13100 FT KING RD,3525683174,2,HOSP_834
OCALA REGIONAL MEDICAL CENTER,Acute Care Hospitals,1431 SW 1ST AVE,3524011000,2,HOSP_835
BLAKE MEDICAL CENTER,Acute Care Hospitals,2020 59TH ST W,9417926611,2,HOSP_836
SEBASTIAN RIVER MEDICAL CENTER,Acute Care Hospitals,13695 US HWY 1,7725893187,3,HOSP_837
GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,Acute Care Hospitals,13681 DOCTORS WAY,2397685000,2,HOSP_838
FORT WALTON BEACH MEDICAL CENTER,Acute Care Hospitals,1000 MAR-WALT DR,8508621111,3,HOSP_839
UNIVERSITY HOSPITAL AND MEDICAL CENTER,Acute Care Hospitals,7201 N UNIVERSITY DR,9547212200,2,HOSP_840
ORANGE PARK MEDICAL CENTER,Acute Care Hospitals,2001 KINGSLEY AVE,9042768500,3,HOSP_841
WESTSIDE REGIONAL MEDICAL CENTER,Acute Care Hospitals,8201 W BROWARD BLVD,9544736600,2,HOSP_842
MEMORIAL HOSPITAL PEMBROKE,Acute Care Hospitals,7800 SHERIDAN ST,9549629650,4,HOSP_843
WEST FLORIDA HOSPITAL,Acute Care Hospitals,8383 N DAVIS HWY,8504944000,3,HOSP_844
PUTNAM COMMUNITY MEDICAL CENTER,Acute Care Hospitals,611 ZEAGLER DR,3863268500,2,HOSP_845
FAWCETT MEMORIAL HOSPITAL,Acute Care Hospitals,21298 OLEAN BLVD,9416291181,3,HOSP_846
NORTHSIDE HOSPITAL,Acute Care Hospitals,6000 49TH ST N,8135215000,2,HOSP_847
ANNE BATES LEACH EYE HOSPITAL,Acute Care Hospitals,900 NW 17TH ST,3053266000,Not Available,HOSP_848
GULF COAST REGIONAL MEDICAL CENTER,Acute Care Hospitals,449 W 23RD ST,8507477926,3,HOSP_849
BRANDON REGIONAL HOSPITAL,Acute Care Hospitals,119 OAKFIELD DR,8136815551,3,HOSP_850
CAPE CORAL HOSPITAL,Acute Care Hospitals,636 DEL PRADO BLVD,2395742323,2,HOSP_851
LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,Acute Care Hospitals,1700 S 23RD ST,7724614000,2,HOSP_852
LARGO MEDICAL CENTER,Acute Care Hospitals,201 14TH ST SW,7275885200,2,HOSP_853
SEVEN RIVERS REGIONAL MEDICAL CENTER,Acute Care Hospitals,6201 N SUNCOAST BLVD,3527956560,2,HOSP_854
RAULERSON HOSPITAL,Acute Care Hospitals,1796 HWY 441 NORTH,8637632151,3,HOSP_855
JUPITER MEDICAL CENTER,Acute Care Hospitals,1210 S OLD DIXIE HWY,5617472234,4,HOSP_856
CAPITAL REGIONAL MEDICAL CENTER,Acute Care Hospitals,2626 CAPITAL MEDICAL BLVD,8506565000,2,HOSP_857
TAMPA COMMUNITY HOSPITAL,Acute Care Hospitals,6001 WEBB RD,8138827159,2,HOSP_858
REGIONAL MEDICAL CENTER BAYONET POINT,Acute Care Hospitals,14000 FIVAY RD,7278192929,2,HOSP_859
DELRAY MEDICAL CENTER,Acute Care Hospitals,5352 LINTON BLVD,5614984440,2,HOSP_860
SOUTH BAY HOSPITAL,Acute Care Hospitals,4016 SUN CITY CENTER BLVD,8136343301,1,HOSP_861
ST LUCIE MEDICAL CENTER,Acute Care Hospitals,1800 SE TIFFANY AVE,7723354000,2,HOSP_862
OAK HILL HOSPITAL,Acute Care Hospitals,11375 CORTEZ BLVD,3525966632,3,HOSP_863
MEASE COUNTRYSIDE HOSPITAL,Acute Care Hospitals,3231 MCMULLEN BOOTH RD,7277346950,4,HOSP_864
GULF BREEZE HOSPITAL,Acute Care Hospitals,1110 GULF BREEZE PKWY,8509342000,4,HOSP_865
ENGLEWOOD COMMUNITY HOSPITAL,Acute Care Hospitals,700 MEDICAL BLVD,9414756571,4,HOSP_866
WEST BOCA MEDICAL CENTER,Acute Care Hospitals,21644 STATE RD 7,5614888000,2,HOSP_867
PALMS WEST HOSPITAL,Acute Care Hospitals,13001 SOUTHERN BLVD,5617534245,2,HOSP_868
WELLINGTON REGIONAL MEDICAL CENTER LLC,Acute Care Hospitals,10101 FOREST HILL BLVD,5617988500,2,HOSP_869
BROWARD HEALTH CORAL SPRINGS,Acute Care Hospitals,3000 CORAL HILLS DR,9543443000,2,HOSP_870
DOUGLAS GARDENS HOSPITAL,Acute Care Hospitals,5200 NE 2ND AVE,3057518626,Not Available,HOSP_871
MEMORIAL HOSPITAL WEST,Acute Care Hospitals,703 N FLAMINGO RD,9544365000,3,HOSP_872
WESTCHESTER GENERAL HOSPITAL,Acute Care Hospitals,2500 SW 75TH AVE,3052639270,2,HOSP_873
MEMORIAL HOSPITAL MIRAMAR,Acute Care Hospitals,1901 SW 172ND AVE,9545384810,4,HOSP_874
PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,Acute Care Hospitals,6101 PINE RIDGE ROAD,2393484000,2,HOSP_875
GOOD SAMARITAN MEDICAL CENTER,Acute Care Hospitals,1309 N FLAGLER DR,5616555511,2,HOSP_876
ST MARY'S MEDICAL CENTER,Acute Care Hospitals,901 45TH ST,5618406202,1,HOSP_877
CLEVELAND CLINIC HOSPITAL,Acute Care Hospitals,3100 WESTON RD,9546895000,3,HOSP_878
"VILLAGES REGIONAL HOSPITAL, THE",Acute Care Hospitals,1451 EL CAMINO REAL,3527518000,3,HOSP_879
WUESTHOFF MEDICAL CENTER-MELBOURNE,Acute Care Hospitals,250 NORTH WICKHAM ROAD,3217521200,2,HOSP_880
SACRED HEART HOSPITAL ON THE EMERALD COAST,Acute Care Hospitals,7800 US HWY 98 W,8502783600,4,HOSP_881
DOCTORS HOSPITAL,Acute Care Hospitals,5000 UNIVERSITY DR,3056662111,3,HOSP_882
FLORIDA STATE HOSPITAL UNIT 31 MED,Acute Care Hospitals,100 N MAIN ST,8506637536,Not Available,HOSP_883
LAKEWOOD RANCH MEDICAL CENTER,Acute Care Hospitals,8330 LAKEWOOD RANCH BLVD,9417822100,3,HOSP_884
ST CLOUD REGIONAL MEDICAL CENTER,Acute Care Hospitals,2906 17TH STREET,4074983432,2,HOSP_885
ST VINCENT'S MEDICAL CENTER SOUTHSIDE,Acute Care Hospitals,4201 BELFORT RD,9042963700,3,HOSP_886
SACRED HEART HOSPITAL ON THE GULF,Acute Care Hospitals,3801 E HWY 98,8502295600,4,HOSP_887
WEST KENDALL BAPTIST HOSPITAL,Acute Care Hospitals,9555 SW 162 AVE,7864672011,3,HOSP_888
VIERA HOSPITAL,Acute Care Hospitals,8745 N WICKHAM RD,3214349000,4,HOSP_889
PALM BAY HOSPITAL,Acute Care Hospitals,"1425 MALABAR RD, NE",3214348000,4,HOSP_890
FLORIDA HOSPITAL WESLEY CHAPEL,Acute Care Hospitals,2600 BRUCE B DOWNS BLVD,8139295490,4,HOSP_891
POINCIANA MEDICAL CENTER,Acute Care Hospitals,325 CYPRESS PKWY,4075302000,2,HOSP_892
ST VINCENTS MEDICAL CENTER - CLAY COUNTY,Acute Care Hospitals,1670 ST VINCENTS WAY,9043087164,3,HOSP_893
REGIONAL GENERAL HOSPITAL WILLISTON,Acute Care Hospitals,125 SW 7TH ST,3525282801,Not Available,HOSP_894
LANDMARK HOSPITAL OF SOUTHWEST FLORIDA,Acute Care Hospitals,1285 CREEKSIDE BLVD E,2394788398,Not Available,HOSP_895
"MIAMI MEDICAL CENTER, THE",Acute Care Hospitals,5959 NW 7TH AVE,3052641000,Not Available,HOSP_896
FLORIDA HOSPITAL WAUCHULA,Critical Access Hospitals,533 CARLTON ST,8637733101,3,HOSP_897
SHANDS LIVE OAK REGIONAL MEDICAL CENTER,Critical Access Hospitals,1100 SW 11TH ST,9043621413,3,HOSP_898
CAMPBELLTON-GRACEVILLE HOSPITAL,Critical Access Hospitals,5429 COLLEGE DR,8502637201,Not Available,HOSP_899
LAKE BUTLER HOSPITAL,Critical Access Hospitals,850 E MAIN ST,3864962323,Not Available,HOSP_900
CALHOUN-LIBERTY HOSPITAL,Critical Access Hospitals,20370 NE BURNS AVE,8506743493,Not Available,HOSP_901
GEORGE E WEEMS MEMORIAL HOSPITAL,Critical Access Hospitals,135 AVE G,8506538853,Not Available,HOSP_902
DOCTORS MEMORIAL HOSPITAL,Critical Access Hospitals,2600 HOSPITAL DR,8505471120,Not Available,HOSP_903
NORTHWEST FLORIDA COMMUNITY HOSPITAL,Critical Access Hospitals,1360 BRICKYARD RD,8506381610,Not Available,HOSP_904
HENDRY REGIONAL MEDICAL CENTER,Critical Access Hospitals,524 W SAGAMORE AVE,8639023033,3,HOSP_905
SHANDS STARKE REGIONAL MEDICAL CENTER,Critical Access Hospitals,922 E CALL ST,9043682300,3,HOSP_906
MADISON COUNTY MEMORIAL HOSPITAL,Critical Access Hospitals,224 NW CRANE AVE,8509732271,Not Available,HOSP_907
FISHERMEN'S HOSPITAL,Critical Access Hospitals,3301 OVERSEAS HWY,3057435533,3,HOSP_908
MARINERS HOSPITAL,Critical Access Hospitals,91500 OVERSEAS HIGHWAY,3054343000,4,HOSP_909
"ALL CHILDREN'S HOSPITAL, INC",Childrens,501 SIXTH AVENUE SOUTH,8138987451,Not Available,HOSP_910
NICKLAUS CHILDREN'S HOSPITAL,Childrens,3100 SW 62ND AVE,3056666511,Not Available,HOSP_911
SHRINERS HOSPITALS FOR CHILDREN-TAMPA,Childrens,12502 USF PINE DR,8139722250,Not Available,HOSP_912
NEMOURS CHILDREN'S HOSPITAL,Childrens,13535 NEMOURS PKWY,4075674000,Not Available,HOSP_913
HAMILTON MEDICAL CENTER,Acute Care Hospitals,1200 MEMORIAL DRIVE,7062726105,4,HOSP_914
UPSON REGIONAL MEDICAL CENTER,Acute Care Hospitals,801 W GORDON STREET,7066478111,3,HOSP_915
"MAYO CLINIC HEALTH SYSTEM IN WAYCROSS, INC",Acute Care Hospitals,1900 TEBEAU STREET,9122872500,3,HOSP_916
NORTHSIDE HOSPITAL FORSYTH,Acute Care Hospitals,1200 NORTHSIDE FORSYTH DRIVE,7708443200,3,HOSP_917
ST MARY'S HOSPITAL,Acute Care Hospitals,1230 BAXTER STREET,7063893930,4,HOSP_918
PHOEBE PUTNEY MEMORIAL HOSPITAL,Acute Care Hospitals,417 THIRD AVENUE,2293124068,1,HOSP_919
CENTRAL PENINSULA GENERAL HOSPITAL,Acute Care Hospitals,250 HOSPITAL PLACE,9072624404,3,HOSP_920
PROVIDENCE VALDEZ MEDICAL CENTER,Critical Access Hospitals,PO BOX 550,9078352249,Not Available,HOSP_921
PROVIDENCE SEWARD HOSPITAL,Critical Access Hospitals,"417 FIRST AVENUE, PO BOX 365",9072245205,Not Available,HOSP_922
PETERSBURG MEDICAL CENTER,Critical Access Hospitals, PO BOX 589,9077724291,Not Available,HOSP_923
WRANGELL MEDICAL CENTER,Critical Access Hospitals,310 BENNETT STREET PO BOX 1081,9078747000,Not Available,HOSP_924
CORDOVA COMMUNITY MEDICAL CENTER,Critical Access Hospitals,PO BOX 160 - 602 CHASE AVENUE,9074248000,Not Available,HOSP_925
SAMUEL SIMMONDS MEMORIAL HOSPITAL,Critical Access Hospitals,7000 UULA ST,9078524611,Not Available,HOSP_926
SOUTH PENINSULA HOSPITAL,Critical Access Hospitals,4300 BARTLETT ST,9072358101,Not Available,HOSP_927
NORTHSIDE HOSPITAL CHEROKEE,Acute Care Hospitals,450 NORTHSIDE CHEROKEE BOULEVARD,7702441000,3,HOSP_928
EMORY UNIVERSITY HOSPITAL,Acute Care Hospitals,"1364 CLIFTON ROAD, NE",4046868500,4,HOSP_929
TANNER MEDICAL CENTER - CARROLLTON,Acute Care Hospitals,705 DIXIE STREET,7708369580,3,HOSP_930
TANNER MEDICAL CENTER VILLA RICA,Acute Care Hospitals,601 DALLAS HIGHWAY,7704563101,3,HOSP_931
WELLSTAR WEST GEORGIA MEDICAL CENTER,Acute Care Hospitals,1514 VERNON ROAD,7068821411,4,HOSP_932
PIEDMONT NEWTON HOSPITAL,Acute Care Hospitals,5126 HOSPITAL DRIVE NE,7707867053,2,HOSP_933
GORDON HOSPITAL,Acute Care Hospitals,1035 RED BUD ROAD,7066292895,5,HOSP_934
CANDLER HOSPITAL,Acute Care Hospitals,5353 REYNOLDS STREET,9128196000,3,HOSP_935
SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,Acute Care Hospitals,2415 PARKWOOD DRIVE,9124667000,3,HOSP_936
ELBERT MEMORIAL HOSPITAL,Acute Care Hospitals,4 MEDICAL DRIVE,7062132535,4,HOSP_937
"ST MARY'S SACRED HEART HOSPITAL, INC",Acute Care Hospitals,367 CLEAR CREEK PARKWAY,7063567800,3,HOSP_938
UNIVERSITY HOSPITAL,Acute Care Hospitals,1350 WALTON WAY,7067229011,3,HOSP_939
"NORTHEAST GEORGIA MEDICAL CENTER, INC",Acute Care Hospitals,743 SPRING STREET,7705353553,3,HOSP_940
CARTERSVILLE MEDICAL CENTER,Acute Care Hospitals,960 JOE FRANK HARRIS PARKWAY,7703878182,4,HOSP_941
WELLSTAR SPALDING REGIONAL HOSPITAL,Acute Care Hospitals,601 SOUTH 8TH STREET,7702282721,3,HOSP_942
STEPHENS COUNTY HOSPITAL,Acute Care Hospitals,163 HOSPITAL DRIVE,7062824250,3,HOSP_943
AU MEDICAL CENTER,Acute Care Hospitals,1120 15TH STREET,7067216569,1,HOSP_944
WELLSTAR KENNESTONE HOSPITAL,Acute Care Hospitals,677 CHURCH STREET,7707935000,3,HOSP_945
"MEMORIAL HEALTH UNIV MED CEN, INC",Acute Care Hospitals,4700 WATERS AVENUE,9123503691,2,HOSP_946
JOHN D ARCHBOLD MEMORIAL HOSPITAL,Acute Care Hospitals,915 GORDON AVENUE & MIMOSA DRIVE,2292282880,3,HOSP_947
TRINITY HOSPITAL OF AUGUSTA,Acute Care Hospitals,2260 WRIGHTSBORO RD,7064817000,2,HOSP_948
NORTHRIDGE MEDICAL CENTER,Acute Care Hospitals,70 MEDICAL CENTER DRIVE,7063351100,2,HOSP_949
HABERSHAM COUNTY MEDICAL CTR,Acute Care Hospitals,541 HISTORIC HIGHWAY 441-NORTH,7067542161,3,HOSP_950
WELLSTAR PAULDING HOSPITAL,Acute Care Hospitals,2518 JIMMY LEE SMITH PARKWAY,4706447000,3,HOSP_951
ST JOSEPH'S HOSPITAL - SAVANNAH,Acute Care Hospitals,11705 MERCY BOULEVARD,9128194100,2,HOSP_952
PHOEBE SUMTER MEDICAL CENTER,Acute Care Hospitals,126 HIGHWAY 280 W,2299311280,3,HOSP_953
NORTHEAST GEORGIA MEDICAL CENTER BARROW,Acute Care Hospitals,316 NORTH BROAD STREET,7708488611,3,HOSP_954
CLEARVIEW  REGIONAL MEDICAL CENTER,Acute Care Hospitals,2151 WEST SPRING STREET,7702678461,2,HOSP_955
MURRAY MEDICAL CENTER,Acute Care Hospitals,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406",7065172031,3,HOSP_956
UNION GENERAL HOSPITAL,Acute Care Hospitals,35 HOSPITAL ROAD,7067452111,3,HOSP_957
FLOYD MEDICAL CENTER,Acute Care Hospitals,304 TURNER MCCALL BLVD P O BOX 233,7065096900,3,HOSP_958
MIDTOWN MEDICAL CENTER,Acute Care Hospitals,710 CENTER ST BOX 951,7065711000,2,HOSP_959
HOUSTON MEDICAL CENTER,Acute Care Hospitals,1601 WATSON BOULEVARD,4789224281,4,HOSP_960
APPLING HOSPITAL,Acute Care Hospitals,163 E TOLLISON STREET,9123679841,3,HOSP_961
DORMINY MEDICAL CENTER,Acute Care Hospitals,"200 PERRY HOUSE ROAD, BOX 1447",2294247100,3,HOSP_962
PIEDMONT ATHENS REGIONAL MEDICAL CENTER,Acute Care Hospitals,1199 PRINCE AVENUE,7064757000,3,HOSP_963
EAST GEORGIA REGIONAL MEDICAL CENTER,Acute Care Hospitals,1499 FAIR ROAD,9124861500,2,HOSP_964
DEKALB MEDICAL CENTER,Acute Care Hospitals,2701 N DECATUR ROAD,4045011000,2,HOSP_965
EMORY UNIVERSITY HOSPITAL MIDTOWN,Acute Care Hospitals,"550 PEACHTREE STREET,  NE",4046864411,3,HOSP_966
GRADY MEMORIAL HOSPITAL,Acute Care Hospitals,"80 JESSE HILL, JR DRIVE SE",4046164252,1,HOSP_967
"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",Acute Care Hospitals,5665 PEACHTREE DUNWOODY ROAD,6788435720,3,HOSP_968
PIEDMONT HOSPITAL,Acute Care Hospitals,1968 PEACHTREE RD NW,4046055000,3,HOSP_969
WASHINGTON COUNTY REGIONAL MEDICAL CENTER,Acute Care Hospitals,610 SPARTA ROAD,4782402100,3,HOSP_970
GWINNETT MEDICAL CENTER,Acute Care Hospitals,1000 MEDICAL CENTER BOULEVARD,6783121000,4,HOSP_971
COFFEE REGIONAL MEDICAL CENTER,Acute Care Hospitals,1101 OCILLA ROAD,9123835620,3,HOSP_972
ROCKDALE MEDICAL CENTER,Acute Care Hospitals,"1412 MILSTEAD AVENUE, NE",7709183000,2,HOSP_973
DODGE COUNTY HOSPITAL,Acute Care Hospitals,901 GRIFFIN AVE,4784484067,3,HOSP_974
TIFT REGIONAL MEDICAL CENTER,Acute Care Hospitals,901 E 18TH STREET,2293827120,2,HOSP_975
JEFFERSON HOSPITAL,Acute Care Hospitals,1067 PEACHTREE ST,4786257000,3,HOSP_976
COOK  MEDICAL CENTER  A CAMPUS OF TIFT REG MED CTR,Acute Care Hospitals,706 N PARRISH AVE,2298968077,3,HOSP_977
CRISP REGIONAL HOSPITAL,Acute Care Hospitals,902 7TH STREET NORTH,2292763100,3,HOSP_978
COLQUITT REGIONAL MEDICAL CENTER,Acute Care Hospitals,3131 THOMASVILLE HWY BOX 40,2299853420,3,HOSP_979
"MEDICAL CENTER, NAVICENT HEALTH (THE)",Acute Care Hospitals,777 HEMLOCK STREET,4786331000,2,HOSP_980
EMANUEL MEDICAL CENTER,Acute Care Hospitals,117 KITE ROAD,4782891304,3,HOSP_981
UNIVERSITY HOSPITAL MCDUFFIE,Acute Care Hospitals,2460 WASHINGTON ROAD,7065951411,3,HOSP_982
BURKE MEDICAL CENTER,Acute Care Hospitals,351 SOUTH LIBERTY STREET,7065544435,Not Available,HOSP_983
WELLSTAR ATLANTA MEDICAL CENTER,Acute Care Hospitals,"303 PARKWAY DRIVE, NE",4042654000,1,HOSP_984
GRADY GENERAL HOSPITAL,Acute Care Hospitals,"1155 5TH STREET, SE",2293770251,4,HOSP_985
SOUTH GEORGIA MEDICAL CENTER,Acute Care Hospitals,"2501 NORTH PATTERSON STREET, PO BOX 1727",2293331020,3,HOSP_986
WAYNE MEMORIAL HOSPITAL,Acute Care Hospitals,865 SOUTH FIRST STREET,9125303302,3,HOSP_987
FAIRVIEW PARK HOSPITAL,Acute Care Hospitals,200 INDUSTRIAL BOULEVARD,4782743100,4,HOSP_988
MEADOWS REGIONAL MEDICAL CENTER,Acute Care Hospitals,ONE MEADOWS PARKWAY,9125355828,3,HOSP_989
ST FRANCIS HOSPITAL,Acute Care Hospitals,2122 MANCHESTER EXPRESSWAY,7065964020,3,HOSP_990
IRWIN COUNTY HOSPITAL,Acute Care Hospitals,710 N IRWIN AVENUE,2294683845,3,HOSP_991
MEMORIAL HOSPITAL AND MANOR,Acute Care Hospitals,1500 E SHOTWELL STREET,2292463500,3,HOSP_992
TAYLOR REGIONAL HOSPITAL,Acute Care Hospitals,222 PERRY HWY,4787830200,3,HOSP_993
EVANS MEMORIAL HOSPITAL,Acute Care Hospitals,200 N RIVER STREET,9127395105,4,HOSP_994
WELLSTAR COBB HOSPITAL,Acute Care Hospitals,3950 AUSTELL RD,7707324000,2,HOSP_995
SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,Acute Care Hospitals,2000 DAN PROCTOR DRIVE,9125766401,3,HOSP_996
OCONEE REGIONAL MEDICAL CENTER,Acute Care Hospitals,821 N COBB STREET  POST OFFICE BOX 690,4784543550,3,HOSP_997
PERRY HOSPITAL,Acute Care Hospitals,1120 MORNINGSIDE DR,4789873600,3,HOSP_998
NORTHSIDE HOSPITAL,Acute Care Hospitals,"1000 JOHNSON FERRY ROAD, NE",4048518000,4,HOSP_999
COLISEUM MEDICAL CENTERS,Acute Care Hospitals,350 HOSPITAL DRIVE,4787657000,3,HOSP_1000
SOUTHERN REGIONAL MEDICAL CENTER,Acute Care Hospitals,"11 UPPER RIVERDALE ROAD, SW",7709918160,2,HOSP_1001
REDMOND REGIONAL MEDICAL CENTER,Acute Care Hospitals,501 REDMOND ROAD,7068023012,4,HOSP_1002
DOCTORS HOSPITAL,Acute Care Hospitals,3651 WHEELER ROAD,7066516008,2,HOSP_1003
WELLSTAR DOUGLAS HOSPITAL,Acute Care Hospitals,8954 HOSPITAL DRIVE,7709491500,3,HOSP_1004
CHESTATEE REGIONAL HOSPITAL,Acute Care Hospitals,227 MOUNTAIN DRIVE,7068646136,3,HOSP_1005
FANNIN REGIONAL HOSPITAL,Acute Care Hospitals,2855 OLD HIGHWAY 5 NORTH,7066323711,3,HOSP_1006
FLINT RIVER COMMUNITY HOSPITAL,Acute Care Hospitals,"509 SUMTER STREET, BOX 770",4784723100,Not Available,HOSP_1007
PIEDMONT HENRY HOSPITAL,Acute Care Hospitals,1133 EAGLE'S LANDING PARKWAY,6786041000,2,HOSP_1008
EASTSIDE MEDICAL CENTER,Acute Care Hospitals,1700 MEDICAL WAY,7707362498,3,HOSP_1009
DONALSONVILLE HOSPITAL INC,Acute Care Hospitals,102 HOSPITAL CIR,2295245217,3,HOSP_1010
WELLSTAR NORTH FULTON HOSPITAL,Acute Care Hospitals,3000 HOSPITAL BOULEVARD,7707512500,2,HOSP_1011
NORTHSIDE MEDICAL CENTER,Acute Care Hospitals,100 FRIST COURT,7064942100,5,HOSP_1012
COLISEUM NORTHSIDE HOSPITAL,Acute Care Hospitals,400 CHARTER BOULEVARD,4787578200,4,HOSP_1013
TURNING POINT HOSPITAL,Acute Care Hospitals,3015 VETERANS PARKWAY,2299854815,Not Available,HOSP_1014
PIEDMONT FAYETTE HOSPITAL,Acute Care Hospitals,1255 HIGHWAY 54 WEST,7707197071,2,HOSP_1015
